xid,#,Companies,Company ID,Deal ID,Deal Date,Announced Date,Deal Size,Pre-money Valuation,Post Valuation,% Acquired,Price per Share,Debt Raised in Round,Raised to Date,Deal Class,Deal Type,Deal Size Status,Post Valuation Status,Investors,New Investors,Lead/Sole Investors,Employees,Revenue Growth since last debt deal,Revenue,EBITDA,Total Debt (from financials),Deal Synopsis,Financing Status Note,CEO (at time of deal),CEO PBId
250127,249878,Flock Safety,185188-06,158568-49T,02/11/2020 00:00,16/10/2020 00:00,47,255,302,0.1556,9.71,,82.58,Venture Capital,Later Stage VC,Actual,Actual,"{'222235-03': 'Bedrock Capital', '11315-62': 'Founders Fund', '54726-76': 'Initialized Capital Management', '106214-14': 'Julia Hartz (Julia Hartz)', '105847-12': 'Kevin Hartz (Kevin Hartz)', '11237-50': 'Matrix Partners (Ilya Sukhar)', '11240-47': 'Meritech Capital Partners', '40420-36': 'Y Combinator', '120933-28': 'Zachary Bookman (Zachary Bookman)'}","Julia Hartz, Kevin Hartz, Zachary Bookman",{'11240-47': 'Meritech Capital Partners'},100,,,,,"The company raised $47 million of Series C venture funding in a deal led by Meritech Capital Partners on November 2, 2020, putting the company's pre-money valuation at $255 million. Initialized Capital Management, Bedrock Capital, Matrix Partners, Founders Fund, Y Combinator, Kevin Hartz, Julia Hartz, and Zachary Bookman also participated in the round. The funding raised will be used to double the company's employees over the next six months.","The company raised $150 million through a combination of Series E, and Series E1 venture funding in a deal led by Tiger Global Management on January 31, 2022, putting the company's pre-money valuation at $3.35 billion. Spur Capital Partners, Initialized Capital Management, Bedrock Capital, Matrix Partners, Meritech Capital Partners, Andreessen Horowitz, Seven Seven Six and Spark Capital also participated in the round. The funds will be used to execute the opportunity to make long-term investments in the cities that need them. Previously, the company raised $150 million of Series D venture funding in a deal led by Andreessen Horowitz on July 13, 2021, putting the company's pre-money valuation at $1.3 billion. Initialized Capital Management, Bedrock Capital, Matrix Partners, Meritech Capital Partners, and SV Angel also participated in the round. The funds will be used to deliver on the objective to reduce crime in the U.S. by 25% in the next three years.",{'79463-08P': 'Garrett Langley'},79463-08P
250296,250047,OpenPhone,226294-21,159687-19T,05/11/2020 00:00,,14,40,54,0.2593,2.77,,16.12,Venture Capital,Early Stage VC,Actual,Actual,"{'461858-59': 'Anant Chimmalgi (Anant Chimmalgi)', '442799-92': 'Brendon Hancock (Brendon Hancock)', '267070-60': 'Brianne Kimmel (Brianne Kimmel)', '234705-97': 'Chapter One (Jeffrey Morris)', '225318-25': 'Craft Ventures (David Sacks)', '106041-70': 'Elad Gil (Elad Gil)', '460044-37': 'GarageCapital', '56752-12': 'Hard Yaka', '152094-79': 'Jeffrey Morris (Jeffrey Morris)', '223507-63': 'Kindred Ventures', '225950-86': 'Rahul Vohra (Rahul Vohra)', '471185-74': 'Richard Dulude', '54207-19': 'Slow Ventures (Samuel Lessin)', '432497-26': 'Todd Goldberg', '301265-11': 'Work Life Ventures (Brianne Kimmel)', '40420-36': 'Y Combinator'}","Anant Chimmalgi, Brendon Hancock, Brianne Kimmel, Chapter One, Craft Ventures, Elad Gil, Hard Yaka, Jeffrey Morris, Rahul Vohra, Richard Dulude, Todd Goldberg, Work Life Ventures",{'225318-25': 'Craft Ventures (David Sacks)'},,,,,,"The company raised $14 million of Series A venture funding in a deal led by Craft Ventures on November 17, 2020, putting the company's pre-money valuation at $40 million. Kindred Ventures, Slow Ventures, Chapter One Ventures, GarageCapital, Richard Dulude, Work Life Ventures, Y Combinator, HardYaka, Elad Gil, Brendon Hancock, Anant Chimmalgi, Brianne Kimmel, Jeff Morris Jr., Todd Goldberg, and Rahul Vohra, and other undisclosed investors also participated in the round.","The company raised $40 million of Series B venture funding in a deal led by Tiger Global Management on April 7, 2022, putting the company's pre-money valuation at $330 million. Slow Ventures, Overtime.vc and 10 other investors also participated in the round. The funds will be used to replace the work phone and office PBX with an app, grow the team, spread the word, and keep building the best phone system for the future of work.",{'180709-57P': 'Mahyar Raissi'},180709-57P
250499,250250,Explo,431737-57,158975-65T,10/11/2020 00:00,,2.3,,,,,,2.45,Venture Capital,Seed Round,Actual,,"{'185184-46': 'Amplo (Spring)', '502786-72': 'Nate Matherson (Nate Matherson)', '470476-72': 'Overtime.vc (Sri Pangulur)', '154238-23': 'Rogue Capital', '110937-70': 'Soma Capital', '227386-36': 'T-Bird Capital', '181056-43': 'VentureSouq', '40420-36': 'Y Combinator', '503008-84': 'Yintai Investment Company'}","Amplo (Spring), Nate Matherson, Overtime.vc, Rogue Capital, T-Bird Capital, VentureSouq, Yintai Investment Company",,,,,,,"The company raised $2.3 million of seed funding from Soma Capital, Amplo, and Y Combinator on November 10, 2020. VentureSouq, Rogue Capital, Nate Matherson, Overtime.vc and T-Bird Capital also participated in the round. The funds will be used by the company to hire new talents Assumed that Yintai Investment Company also participated in this round.","The company raised $12 million of Series A2 venture funding in a deal led by Craft Ventures on April 22, 2022. Soma Capital, Sri Batchu and other investors also participated in the round. The funds will be used to accelerate the company's product roadmap to help developers more efficiently access, visualize, and share data with their end customers at scale.",{'225686-98P': 'Gary Lin'},225686-98P
250686,250437,Aspire,226103-68,121574-08T,13/11/2020 00:00,,32.5,,,,,,41.62,Venture Capital,Early Stage VC,Actual,,"{'462072-16': 'AFG Partners', '230016-34': 'Andreas Ehn (Andreas Ehn)', '229522-87': 'Arc Labs', '327267-91': 'BAce Capital', '179187-67': 'Beacon Venture Capital', '52589-44': 'Hummingbird Ventures', '230016-70': 'Lisa Enckell (Lisa Enckell)', '101642-77': 'MassMutual Ventures (Ryan Collins)', '160439-86': 'Picus Capital', '233917-12': 'Prasetia Dwidharma', '181056-43': 'VentureSouq', '40420-36': 'Y Combinator'}","AFG Partners, Andreas Ehn, Arc Labs, BAce Capital, Beacon Venture Capital, Lisa Enckell, MassMutual Ventures, Picus Capital, Prasetia Dwidharma, VentureSouq",{'101642-77': 'MassMutual Ventures (Ryan Collins)'},,,,,,"The company raised $32.5 million of Series A venture funding in a deal led by MassMutual Ventures on November 13, 2020. 11 other investors also participated in the round. The funds will be used to boost the company's financial product offering and strengthen its local presence.","The company raised $100 million of Series C venture funding in a deal led by Peak XV Partners and Lightspeed Venture Partners on February 13, 2023. MassMutual Ventures, PayPal Ventures, Tencent Holdings, Picus Capital and LGT Capital Partners also participated in the round. The funds will be used to enhance its product offering further and expand the company's regional presence while increasing its team to continue to innovate in the space.",{'208585-45P': 'Andrea Baronchelli'},208585-45P
250957,250708,Welcome,438864-22,159751-45T,18/11/2020 00:00,,12,,,,,,12.15,Venture Capital,Early Stage VC,Actual,,"{'51639-67': 'Kapor Capital (Freada Kapor Klein)', '11228-50': 'Kleiner Perkins', '52296-76': 'Webb Investment Network', '40420-36': 'Y Combinator'}","Kapor Capital, Kleiner Perkins, Webb Investment Network",{'11228-50': 'Kleiner Perkins'},,,,,,"The company raised $12 million of Series A venture funding in a deal led by Kleiner Perkins on November 18, 2020. Webb Investment Network, Kapor Capital and Y Combinator also participated in the round. The company aims to become the 'Ritz-Carlton for event platforms' with the help of this funding.","The company raised an undisclosed amount of Series 1 venture funding from Kleiner Perkins, Kapor Capital and Ulu Ventures on June 1, 2022. Eudemian Ventures, and 6 other investors also participated in the round.",{'240157-63P': 'Roberto Ortiz'},240157-63P
250958,250709,BlaBla EdTech,439520-14,164894-14T,18/11/2020 00:00,,1.54,6.46,8,,,,1.54,Venture Capital,Early Stage VC,Actual,Actual,"{'56718-46': 'Amino Capital', '123042-07': 'Daniel Shi (Daniel Shi)', '434760-40': 'DO Venture Partners', '483107-95': 'Founders, Inc', '453470-95': 'Root and Shoot Ventures', '343287-73': 'Starling Ventures (South Korea)', '54597-52': 'Wayra', '40420-36': 'Y Combinator'}","Amino Capital, Daniel Shi, DO Venture Partners, Founders, Inc, Root and Shoot Ventures, Starling Ventures (South Korea), Wayra","{'56718-46': 'Amino Capital', '343287-73': 'Starling Ventures (South Korea)', '54597-52': 'Wayra', '40420-36': 'Y Combinator'}",15,,,,,"The company raised $1.54 million of Series 2 venture funding in a deal led by Amino Capital, Starling Ventures (South Korea) and Wayra on November 18, 2020, putting the company's pre-money valuation at $6.46 million. Root, Founders, inc, DO Venture Partners and Shoot Ventures and Daniel Shi also participated in the round.","The company raised $1.54 million of Series 2 venture funding in a deal led by Amino Capital, Starling Ventures (South Korea), DO Venture Partners and Wayra on November 18, 2020, putting the company's pre-money valuation at $6.46 million. Root, Founders, inc and Shoot Ventures and Daniel Shi also participated in the round.",{'122687-47P': 'Angelo Huang'},122687-47P
251487,251238,Mozper,436085-11,139425-04T,30/11/2020 00:00,16/12/2019 00:00,3.55,,,,,,5.1,Venture Capital,Seed Round,Actual,,"{'61224-94': 'Angel Ventures Mexico (Camilo Kejner)', '459826-21': 'Artfo Holdings', '154286-74': 'Dux Capital (José Luis Silva Vazquez)', '124929-64': 'F-Prime Capital', '11193-13': 'Foundation Capital', '225213-67': 'Hetz Ventures', '436086-10': 'John Farrell (John Farrell)', '229871-89': 'Secocha Ventures', '181056-43': 'VentureSouq', '40420-36': 'Y Combinator'}","Artfo Holdings, Dux Capital, Foundation Capital, F-Prime Capital, Hetz Ventures, John Farrell, Secocha Ventures, VentureSouq",{'225213-67': 'Hetz Ventures'},,,,,,"The company raised $3.55 million of seed funding in a deal led by Hetz Ventures on November 30, 2020. 9 other investors also participated in the round. Out of the total amount, $1.58 million was initially raised in the form of SAFE notes and subsequently got converted into equity. The company intends to use the fund to digitize pocket money.","The company raised an undisclosed amount of venture funding from Hetz Ventures, F-Prime Capital and Kaedan Capital on June 1, 2022. Vertical Partners also participated in the round.",{'87998-95P': 'Gabriel Roizner'},87998-95P
251641,251392,Arist,267862-42,157705-84T,01/12/2020 00:00,15/10/2020 00:00,3.9,30,33.9,0.115,3.54,,4.05,Venture Capital,Early Stage VC,Actual,Actual,"{'235650-79': 'Acadian Ventures (Jason Corsello)', '229139-92': 'Adam Goldstein (Adam Goldstein)', '225318-25': 'Craft Ventures', '442605-70': 'Derek Schoettle (Derek Schoettle)', '442606-06': 'Emles Venture Partners', '56355-94': 'Global Founders Capital (David Resnekov)', '222603-49': 'Hack VC', '106261-93': 'Joseph Montana (Joseph Montana)', '149517-28': 'Liquid 2 Ventures', '459394-12': 'Rebel Fund', '110937-70': 'Soma Capital', '40420-36': 'Y Combinator'}","Acadian Ventures, Adam Goldstein, Craft Ventures, Derek Schoettle, Emles Venture Partners, Global Founders Capital, Hack VC, Joseph Montana, Liquid 2 Ventures, Rebel Fund, Soma Capital","{'235650-79': 'Acadian Ventures (Jason Corsello)', '225318-25': 'Craft Ventures', '56355-94': 'Global Founders Capital (David Resnekov)'}",,,,,,"The company raised $3.9 million of Series A venture funding in a deal led by Acadian Ventures, Global Founders Capital and Craft Ventures on December 1, 2020, putting the company's pre-money valuation at $30 million. Soma Capital, Hack VC, Liquid 2 Ventures, Emles Venture Partners, Rebel Fund, Y Combinator, Joe Montana, Adam Goldstein and Derek Schoettle also participated in the round. The funds will be used to continue to expand operations and the company's business reach.","The company raised an undisclosed amount of venture funding from Neer Venture Partners in 2023. Previously, the company raised $15.20 million of Series A venture funding in a deal led by PeakSpan Capital on July 1, 2022. Soma Capital and Rainfall also participated in the round. The funds will be used to reimagine workplace learning for a new generation.",{'205657-57P': 'Michael Ioffe'},205657-57P
251689,251440,Orbillion,439161-13,161035-03T,01/12/2020 00:00,,1.4,,,,,,2.33,Venture Capital,Seed Round,Actual,,"{'267835-24': 'Big Idea Ventures', '54704-62': 'Joyance Partners', '435043-00': 'Sutton Capital', '181056-43': 'VentureSouq', '40420-36': 'Y Combinator'}","Joyance Partners, Sutton Capital, VentureSouq, Y Combinator",,,,,,,"The company raised $1.4 million of seed funding from Sutton Capital, Big Idea Ventures and Social Starts in approximately December 2020. VentureSouq and Y Combinator also participated in the round.","The company joined iAccelerate.tech in approximately December 2022. Previously, the company raised an undisclosed amount of venture funding from Mindshift Capital, Neeraj Berry and Siddharth Agarwal in December 2022. Nate Lipscomb also participated in the round.",{'240925-33P': 'Patricia Bubner'},240925-33P
251792,251543,BuildBuddy,433403-38,160370-29T,02/12/2020 00:00,25/03/2020 00:00,3.15,,,,,,,Venture Capital,Early Stage VC,Actual,,"{'327363-13': 'Addition', '454565-62': 'AJ Frank (AJ Frank)', '107910-19': 'E14 Fund', '170657-02': 'Elizabeth Weil (Elizabeth Weil)', '454565-80': 'Parthiban Loganathan (Parthiban Loganathan)', '438080-68': 'Scribble Ventures', '153419-41': 'Switch Ventures', '336993-22': 'Twenty Two Ventures', '187442-38': 'Village Global', '40420-36': 'Y Combinator'}","Addition, AJ Frank, E14 Fund, Elizabeth Weil, Parthiban Loganathan, Scribble Ventures, Switch Ventures, Twenty Two Ventures, Village Global",,4,,,,,"The company raised $3.15 million of venture funding in the form of SAFE notes from Scribble Ventures, Addition and Village Global on December 2, 2020. E14 Fund Management, Twenty Two Ventures, Switch Ventures, Y Combinator, AJ Frank, Parthi Loganathan and Elizabeth Weil also participated in the round.","The company raised $3.15 million of venture funding in the form of SAFE notes from Scribble Ventures, Addition, and Village Global on December 2, 2020. E14 Fund Management and 6 other investors also participated in the round.",{'225726-67P': 'Siggi Simonarson'},225726-67P
